,Date,YHOO-Open,YHOO-High,YHOO-Low,YHOO-Close,YHOO-Adj_Close,YHOO-Volume,Nasdaq-Open,Nasdaq-High,Nasdaq-Low,Nasdaq-Close,Nasdaq-Volume,sp500-Open,sp500-High,sp500-Low,sp500-Close,sp500-Volume,DJ30-Open,DJ30-High,DJ30-Low,DJ30-Close,DJ30-Volume
98,8/11/16,41.119999,41.73,40.93,41.27,41.27,23938900,5222.149902,5235.290039,5211.25,5228.399902,1511670000,2177.969971,2188.449951,2177.969971,2185.790039,3423160000,18519.08008,18638.33984,18519.08008,18613.51953,71470000
99,8/10/16,39.34,39.98,39.299999,39.93,39.93,12981600,5227.950195,5227.959961,5193.799805,5204.580078,1651240000,2182.810059,2183.409912,2172,2175.48999,3254950000,18541.48047,18561.75,18468.7793,18495.66016,62780000
100,8/9/16,39.240002,39.310001,39.099998,39.240002,39.240002,5971500,5216.209961,5238.540039,5214.950195,5225.47998,1664320000,2182.23999,2187.659912,2178.610107,2181.73999,3334300000,18538.05078,18585.32031,18507.75,18533.05078,60090000
101,8/8/16,39,39.27,38.860001,39.240002,39.240002,10131300,5223.540039,5228.399902,5202.180176,5213.140137,1624450000,2183.76001,2185.439941,2177.850098,2180.889893,3327550000,18541.89063,18569.31055,18502.0293,18529.28906,71810000
102,8/5/16,39,39.150002,38.900002,38.990002,38.990002,9127100,5190.709961,5227.22998,5186.25,5221.120117,2017720000,2168.790039,2182.870117,2168.790039,2182.870117,3663070000,18402.80078,18543.5293,18402.80078,18543.5293,92420000
103,8/4/16,38.470001,39.029999,38.43,38.919998,38.919998,11000800,5158.02002,5174,5145.390137,5166.25,1930000000,2163.51001,2168.189941,2159.070068,2164.25,3709200000,18351.42969,18397.86914,18325.16992,18352.05078,64500000
104,8/3/16,38.43,38.549999,38.279999,38.389999,38.389999,5890100,5133.240234,5159.740234,5128.439941,5159.740234,1909470000,2156.810059,2163.790039,2152.560059,2163.790039,3786530000,18313.08008,18355,18283.23047,18355,78550000
105,8/2/16,38.599998,38.669998,38.259998,38.57,38.57,7504700,5177.529785,5181.02002,5109.799805,5137.72998,2142010000,2169.939941,2170.199951,2147.580078,2157.030029,3848750000,18401.15039,18403.65039,18247.78906,18313.76953,89680000
106,8/1/16,38.18,38.889999,38.099998,38.799999,38.799999,9605000,5167.419922,5199.129883,5158.930176,5184.200195,1866590000,2173.149902,2178.290039,2166.209961,2170.840088,3505990000,18434.5,18467.0293,18355.75,18404.50977,83470000
107,7/29/16,38.470001,38.52,38.080002,38.189999,38.189999,13199100,5162.149902,5175.810059,5140.049805,5162.129883,2072640000,2168.830078,2177.090088,2163.48999,2173.600098,4038840000,18442.51953,18466.55078,18371.11914,18432.24023,111550000
